motion_type,year,month,n_citation,len_snippet,is_pro_se,is_in_re,attorney_len,citeCount_log,n_opcites_log,len_caseName_log,n_dockets_log,judge_freq,court_cacd,court_cand,court_flmd,court_flsd,court_ilnd,court_njd,court_nyed,court_nysd,court_paed,court_txsd,src_L,src_LU,src_U
ifp,2016.0,6.0,3.0,409.0,1,0,40.0,0.0,2.5649493574615367,3.1780538303479458,0.6931471805599453,27,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,1993.0,11.0,3.0,400.0,1,0,241.0,3.044522437723423,0.6931471805599453,2.772588722239781,0.6931471805599453,3,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,2005.0,2.0,3.0,325.0,1,0,95.0,2.3978952727983707,3.6109179126442243,2.772588722239781,0.6931471805599453,1,True,False,False,False,False,False,False,False,False,False,False,True,False
ifp,2013.0,9.0,3.0,382.0,1,0,35.0,0.0,0.0,2.833213344056216,0.6931471805599453,3,False,False,False,False,False,False,True,False,False,False,False,False,True
ifp,1998.0,5.0,3.0,362.0,0,0,143.0,2.639057329615259,1.3862943611198906,2.995732273553991,0.6931471805599453,5,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,1998.0,5.0,3.0,336.0,1,0,118.0,0.6931471805599453,1.791759469228055,3.258096538021482,0.6931471805599453,2,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,1994.0,3.0,3.0,400.0,1,0,24.0,0.0,0.0,2.8903717578961645,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,False,True
ifp,2001.0,5.0,3.0,333.0,1,0,138.0,1.0986122886681096,0.0,3.4657359027997265,0.6931471805599453,2,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2014.0,5.0,3.0,304.0,1,0,41.0,0.0,2.302585092994046,2.8903717578961645,0.6931471805599453,8,False,False,False,False,False,False,True,False,False,False,False,False,True
ifp,2005.0,10.0,3.0,302.0,1,0,38.0,0.6931471805599453,2.302585092994046,3.4339872044851463,0.6931471805599453,10,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,1989.0,4.0,3.0,391.0,1,0,166.0,1.6094379124341003,2.1972245773362196,3.044522437723423,0.6931471805599453,8,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,2018.0,9.0,3.0,426.0,1,0,46.0,0.6931471805599453,0.0,3.784189633918261,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,1987.0,1.0,3.0,371.0,1,0,66.0,0.0,0.0,2.639057329615259,0.6931471805599453,6,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2009.0,5.0,3.0,295.0,0,0,0.0,0.6931471805599453,2.833213344056216,2.70805020110221,0.6931471805599453,4,False,False,True,False,False,False,False,False,False,False,True,False,False
ifp,1993.0,12.0,3.0,295.0,1,0,29.0,1.0986122886681096,1.3862943611198906,2.639057329615259,0.6931471805599453,30,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2013.0,6.0,3.0,388.0,1,0,89.0,2.639057329615259,0.0,2.9444389791664403,0.6931471805599453,1,False,False,False,True,False,False,False,False,False,False,False,False,True
ifp,2016.0,10.0,3.0,396.0,1,0,40.0,0.0,0.0,3.4339872044851463,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,1995.0,6.0,3.0,251.0,1,0,138.0,3.784189633918261,3.713572066704308,2.833213344056216,0.6931471805599453,2,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2009.0,8.0,3.0,406.0,1,0,38.0,1.6094379124341003,3.2188758248682006,3.367295829986474,0.6931471805599453,9,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,2002.0,4.0,3.0,325.0,1,0,118.0,0.0,1.9459101490553132,2.8903717578961645,0.6931471805599453,10,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,1996.0,10.0,3.0,412.0,1,0,138.0,0.0,0.0,2.70805020110221,0.6931471805599453,5,False,False,False,False,False,False,True,False,False,False,False,False,True
ifp,2014.0,10.0,3.0,403.0,1,0,70.0,1.3862943611198906,0.0,2.833213344056216,0.6931471805599453,20,False,False,False,False,False,False,True,False,False,False,False,False,True
ifp,1987.0,5.0,3.0,339.0,0,0,44.0,1.6094379124341003,0.0,3.2188758248682006,0.6931471805599453,2,False,False,False,False,False,False,False,False,False,True,False,True,False
ifp,2009.0,11.0,3.0,308.0,1,0,150.0,0.6931471805599453,2.302585092994046,3.295836866004329,0.6931471805599453,27,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,2004.0,7.0,3.0,265.0,0,0,0.0,1.9459101490553132,2.70805020110221,3.1354942159291497,0.6931471805599453,4,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,2002.0,7.0,3.0,325.0,0,0,218.0,3.367295829986474,2.70805020110221,2.9444389791664403,0.6931471805599453,2,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,2006.0,5.0,3.0,371.0,1,0,130.0,2.639057329615259,2.0794415416798357,2.639057329615259,0.6931471805599453,2,False,False,False,False,False,False,False,False,False,True,False,False,True
ifp,2016.0,3.0,3.0,403.0,1,0,102.0,1.0986122886681096,0.0,2.833213344056216,0.6931471805599453,4,False,False,False,False,False,True,False,False,False,False,False,False,True
ifp,2010.0,5.0,3.0,295.0,1,0,37.0,0.6931471805599453,1.791759469228055,2.8903717578961645,0.6931471805599453,27,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,1990.0,3.0,3.0,339.0,1,0,260.0,0.6931471805599453,1.3862943611198906,3.2188758248682006,0.6931471805599453,1,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,1993.0,8.0,3.0,400.0,0,0,0.0,0.0,0.0,2.772588722239781,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,False,True
ifp,2002.0,11.0,3.0,325.0,1,0,175.0,1.0986122886681096,1.3862943611198906,3.044522437723423,0.6931471805599453,20,False,False,False,False,False,False,True,False,False,False,False,True,False
ifp,1992.0,10.0,3.0,294.0,1,0,56.0,0.6931471805599453,2.0794415416798357,3.332204510175204,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,2016.0,7.0,3.0,409.0,1,0,37.0,0.0,2.1972245773362196,3.091042453358316,0.6931471805599453,27,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,2013.0,3.0,3.0,400.0,1,0,38.0,0.0,0.0,3.1780538303479458,0.6931471805599453,27,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,1995.0,12.0,3.0,299.0,1,0,35.0,2.3978952727983707,3.258096538021482,3.091042453358316,0.6931471805599453,3,False,False,False,False,False,False,True,False,False,False,False,True,False
ifp,2019.0,3.0,3.0,343.0,1,0,50.0,0.6931471805599453,0.0,2.9444389791664403,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2003.0,10.0,3.0,321.0,1,0,127.0,1.3862943611198906,2.9444389791664403,2.639057329615259,0.6931471805599453,20,False,False,False,False,False,False,True,False,False,False,False,True,False
ifp,2015.0,6.0,3.0,371.0,1,0,146.0,0.0,0.0,3.713572066704308,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,False,True
ifp,2001.0,8.0,3.0,288.0,1,0,257.0,1.3862943611198906,2.9444389791664403,3.4965075614664802,0.6931471805599453,16,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,2002.0,4.0,3.0,307.0,1,0,104.0,2.0794415416798357,1.791759469228055,3.367295829986474,0.6931471805599453,14,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2015.0,1.0,3.0,378.0,1,0,31.0,1.6094379124341003,2.8903717578961645,2.70805020110221,0.6931471805599453,8,False,False,False,False,False,False,True,False,False,False,False,False,True
ifp,1992.0,1.0,3.0,408.0,1,0,22.0,0.0,0.0,2.772588722239781,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,False,True
ifp,2017.0,9.0,3.0,399.0,1,0,83.0,1.6094379124341003,0.0,3.7376696182833684,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,1998.0,4.0,3.0,325.0,1,0,204.0,1.6094379124341003,2.70805020110221,2.8903717578961645,0.6931471805599453,5,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,2015.0,12.0,3.0,383.0,0,0,71.0,0.0,0.0,3.784189633918261,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,False,True
ifp,1998.0,6.0,3.0,325.0,1,0,138.0,1.3862943611198906,1.3862943611198906,3.6375861597263857,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,2015.0,11.0,3.0,401.0,0,0,266.0,0.0,0.0,2.9444389791664403,0.6931471805599453,1,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,1986.0,1.0,3.0,369.0,1,0,89.0,0.0,0.0,2.995732273553991,0.6931471805599453,3,False,False,False,True,False,False,False,False,False,False,False,False,True
ifp,2001.0,4.0,3.0,302.0,1,0,41.0,0.0,1.791759469228055,3.7612001156935624,0.6931471805599453,6,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,1992.0,2.0,3.0,321.0,0,0,324.0,1.6094379124341003,1.791759469228055,3.4657359027997265,0.6931471805599453,2,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,1984.0,8.0,3.0,309.0,1,0,20.0,1.9459101490553132,2.0794415416798357,3.367295829986474,0.6931471805599453,7,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2003.0,10.0,3.0,325.0,1,0,222.0,2.3978952727983707,3.1780538303479458,3.7376696182833684,0.6931471805599453,20,False,False,False,False,False,False,True,False,False,False,False,True,False
ifp,1995.0,3.0,3.0,346.0,1,0,422.5,0.0,3.295836866004329,3.8066624897703196,0.6931471805599453,4,False,False,False,False,False,False,False,False,False,True,False,False,True
ifp,2007.0,2.0,3.0,325.0,1,0,161.0,1.0986122886681096,3.4657359027997265,2.9444389791664403,0.6931471805599453,1,True,False,False,False,False,False,False,False,False,False,False,True,False
ifp,1998.0,9.0,3.0,339.0,0,0,0.0,1.791759469228055,1.791759469228055,3.7612001156935624,0.6931471805599453,10,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,1990.0,7.0,3.0,346.0,0,0,0.0,1.0986122886681096,1.0986122886681096,3.6888794541139363,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,1998.0,9.0,3.0,325.0,1,0,127.0,0.6931471805599453,2.9444389791664403,2.9444389791664403,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,2018.0,8.0,3.0,381.0,1,0,46.0,0.0,0.0,3.58351893845611,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2003.0,8.0,3.0,325.0,1,0,207.0,1.0986122886681096,2.70805020110221,3.1354942159291497,0.6931471805599453,20,False,False,False,False,False,False,True,False,False,False,False,True,False
ifp,1988.0,11.0,3.0,400.0,0,0,96.0,0.0,1.0986122886681096,3.4011973816621555,0.6931471805599453,2,False,False,False,False,False,False,False,False,False,True,False,False,True
ifp,2018.0,10.0,3.0,428.0,1,0,46.0,0.0,0.0,3.912023005428146,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2014.0,3.0,3.0,376.0,1,0,122.0,2.833213344056216,2.639057329615259,4.394449154672439,0.6931471805599453,2,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,2010.0,3.0,3.0,302.0,1,0,41.0,0.0,0.0,3.295836866004329,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,1991.0,7.0,3.0,412.0,1,0,172.0,0.0,0.0,2.9444389791664403,0.6931471805599453,10,False,False,False,False,True,False,False,False,False,False,False,False,True
ifp,2001.0,3.0,3.0,325.0,1,0,212.0,2.302585092994046,3.044522437723423,2.9444389791664403,0.6931471805599453,3,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,2005.0,5.0,3.0,325.0,1,0,47.0,1.3862943611198906,1.9459101490553132,3.6109179126442243,0.6931471805599453,5,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2003.0,8.0,3.0,332.0,0,0,177.0,0.0,3.091042453358316,2.9444389791664403,0.6931471805599453,16,False,False,False,False,False,False,True,False,False,False,False,True,False
ifp,1996.0,11.0,3.0,351.0,1,0,127.0,1.3862943611198906,0.0,3.1780538303479458,0.6931471805599453,2,False,False,True,False,False,False,False,False,False,False,False,False,True
ifp,2009.0,6.0,3.0,318.0,1,0,112.0,3.091042453358316,3.9889840465642745,2.8903717578961645,0.6931471805599453,9,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,2004.0,10.0,3.0,307.0,1,0,87.0,1.791759469228055,2.833213344056216,3.6635616461296463,0.6931471805599453,20,False,False,False,False,False,False,True,False,False,False,False,True,False
ifp,2012.0,10.0,3.0,394.0,1,0,31.0,1.0986122886681096,2.995732273553991,2.995732273553991,0.6931471805599453,4,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,1998.0,3.0,3.0,400.0,1,0,163.0,0.0,0.0,3.044522437723423,0.6931471805599453,5,False,False,False,False,True,False,False,False,False,False,False,False,True
ifp,2015.0,2.0,3.0,403.0,1,0,69.0,3.295836866004329,0.0,2.8903717578961645,0.6931471805599453,2,False,False,False,False,False,False,True,False,False,False,False,False,True
ifp,1996.0,6.0,3.0,325.0,1,0,148.0,2.4849066497880004,3.1354942159291497,3.784189633918261,0.6931471805599453,4,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,1995.0,12.0,3.0,310.0,1,1,39.0,1.9459101490553132,1.791759469228055,3.2188758248682006,0.6931471805599453,4,False,False,True,False,False,False,False,False,False,False,False,True,False
ifp,2018.0,9.0,3.0,308.0,1,0,44.0,0.0,0.0,2.639057329615259,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2008.0,3.0,3.0,332.0,0,0,267.0,0.6931471805599453,1.791759469228055,2.639057329615259,0.6931471805599453,13,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2019.0,8.0,3.0,299.0,1,0,49.0,0.6931471805599453,0.0,2.833213344056216,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2016.0,5.0,3.0,412.0,0,0,164.0,1.3862943611198906,2.302585092994046,3.258096538021482,0.6931471805599453,27,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,1992.0,10.0,3.0,365.0,1,0,122.0,0.0,1.3862943611198906,2.833213344056216,0.6931471805599453,30,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2007.0,1.0,3.0,303.0,1,0,114.0,1.6094379124341003,1.9459101490553132,3.4657359027997265,0.6931471805599453,2,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,1985.0,7.0,3.0,362.0,0,0,161.0,1.3862943611198906,1.6094379124341003,2.833213344056216,0.6931471805599453,3,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,1994.0,5.0,3.0,272.0,1,0,23.0,0.0,2.3978952727983707,2.833213344056216,0.6931471805599453,1,False,True,False,False,False,False,False,False,False,False,False,True,False
ifp,1997.0,3.0,3.0,276.0,1,0,146.0,1.791759469228055,3.8918202981106265,3.295836866004329,0.6931471805599453,2,False,False,False,False,False,False,True,False,False,False,False,True,False
ifp,1983.0,1.0,3.0,302.0,0,0,71.0,2.772588722239781,3.9512437185814275,4.04305126783455,0.6931471805599453,4,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2009.0,7.0,3.0,309.0,1,0,42.0,0.0,2.8903717578961645,2.833213344056216,0.6931471805599453,2,False,True,False,False,False,False,False,False,False,False,False,True,False
ifp,1995.0,11.0,3.0,332.0,1,0,40.0,0.0,1.0986122886681096,2.833213344056216,0.6931471805599453,14,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,1998.0,6.0,3.0,325.0,1,0,136.0,3.091042453358316,2.302585092994046,3.6888794541139363,0.6931471805599453,1,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,1986.0,5.0,3.0,321.0,0,0,148.0,0.0,1.0986122886681096,3.828641396489095,0.6931471805599453,5,False,True,False,False,False,False,False,False,False,False,False,True,False
ifp,1997.0,3.0,3.0,339.0,1,0,139.0,0.6931471805599453,2.5649493574615367,2.9444389791664403,0.6931471805599453,2,False,False,False,False,False,True,False,False,False,False,False,True,False
ifp,2014.0,7.0,3.0,378.0,1,0,168.0,0.0,0.0,3.295836866004329,0.6931471805599453,3,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,1997.0,11.0,3.0,265.0,0,0,0.0,2.4849066497880004,3.1354942159291497,3.295836866004329,0.6931471805599453,7,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2013.0,2.0,3.0,339.0,1,0,125.0,0.0,0.0,3.2188758248682006,0.6931471805599453,4,False,False,True,False,False,False,False,False,False,False,False,False,True
ifp,1999.0,8.0,3.0,401.0,1,0,422.5,1.9459101490553132,3.367295829986474,3.7376696182833684,0.6931471805599453,20,False,False,False,False,False,False,True,False,False,False,False,False,True
ifp,2018.0,9.0,3.0,338.0,1,0,55.0,0.6931471805599453,0.0,2.8903717578961645,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2008.0,10.0,3.0,346.0,0,0,105.0,1.791759469228055,1.9459101490553132,3.091042453358316,0.6931471805599453,7,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,1998.0,8.0,3.0,358.0,1,0,422.5,1.3862943611198906,2.1972245773362196,2.9444389791664403,0.6931471805599453,5,False,False,False,False,False,False,True,False,False,False,False,True,False
ifp,1989.0,12.0,3.0,401.0,1,0,22.0,0.0,0.0,3.828641396489095,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,False,True
ifp,2007.0,8.0,3.0,295.0,1,0,39.0,0.0,1.0986122886681096,2.833213344056216,0.6931471805599453,5,False,False,False,True,False,False,False,False,False,False,False,True,False
ifp,2018.0,11.0,3.0,299.0,1,0,46.0,1.6094379124341003,0.0,3.5263605246161616,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2016.0,5.0,3.0,374.0,1,0,43.0,1.0986122886681096,0.0,2.70805020110221,0.6931471805599453,30,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,1998.0,6.0,3.0,332.0,1,0,283.0,2.639057329615259,2.4849066497880004,3.7376696182833684,0.6931471805599453,2,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,1998.0,1.0,3.0,329.0,1,0,100.0,3.4339872044851463,3.784189633918261,3.8066624897703196,0.6931471805599453,7,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,1991.0,2.0,3.0,354.0,1,0,28.0,0.0,0.0,3.044522437723423,0.6931471805599453,6,False,False,False,False,True,False,False,False,False,False,False,False,True
ifp,2000.0,8.0,3.0,355.0,0,0,195.0,0.0,1.3862943611198906,2.8903717578961645,0.6931471805599453,3,False,False,False,False,False,False,False,False,False,True,False,True,False
ifp,2007.0,1.0,3.0,288.0,1,0,119.0,1.6094379124341003,3.091042453358316,2.9444389791664403,0.6931471805599453,2,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,2007.0,9.0,3.0,288.0,0,0,254.0,2.302585092994046,3.8066624897703196,3.6375861597263857,0.6931471805599453,3,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,2003.0,11.0,3.0,325.0,0,0,157.0,0.6931471805599453,2.4849066497880004,3.6635616461296463,0.6931471805599453,55,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,2009.0,2.0,3.0,325.0,0,0,213.0,1.0986122886681096,3.4965075614664802,2.639057329615259,0.6931471805599453,13,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2004.0,4.0,3.0,294.0,0,0,57.0,2.0794415416798357,0.6931471805599453,2.9444389791664403,0.6931471805599453,6,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,2016.0,3.0,3.0,403.0,1,0,102.0,0.6931471805599453,0.0,2.833213344056216,0.6931471805599453,4,False,False,False,False,False,True,False,False,False,False,False,False,True
ifp,1994.0,2.0,3.0,388.0,1,0,24.0,0.0,0.0,2.833213344056216,0.6931471805599453,30,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2011.0,11.0,3.0,341.0,1,0,146.0,3.7376696182833684,4.04305126783455,3.784189633918261,0.6931471805599453,2,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,2019.0,1.0,3.0,317.0,1,0,43.0,0.6931471805599453,0.0,3.8066624897703196,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,2005.0,4.0,3.0,338.0,1,0,119.0,3.6888794541139363,2.302585092994046,3.784189633918261,0.6931471805599453,3,False,True,False,False,False,False,False,False,False,False,False,False,True
ifp,1986.0,1.0,3.0,403.0,1,0,69.0,1.791759469228055,2.302585092994046,3.4339872044851463,0.6931471805599453,1,False,False,False,False,False,False,True,False,False,False,False,True,False
ifp,2018.0,3.0,3.0,274.0,0,0,241.0,0.0,0.0,3.5263605246161616,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,1988.0,5.0,3.0,332.0,1,0,98.0,1.6094379124341003,2.4849066497880004,3.1780538303479458,0.6931471805599453,9,False,False,False,False,True,False,False,False,False,False,False,True,False
ifp,1982.0,12.0,3.0,380.0,0,0,85.0,0.0,0.0,3.5263605246161616,0.6931471805599453,2,False,False,False,False,False,False,False,False,True,False,False,False,True
ifp,1993.0,12.0,3.0,372.0,0,0,202.0,1.3862943611198906,0.0,3.1354942159291497,0.6931471805599453,4,False,False,True,False,False,False,False,False,False,False,False,False,True
ifp,1997.0,5.0,3.0,288.0,1,0,125.0,0.0,3.4011973816621555,2.772588722239781,0.6931471805599453,11,True,False,False,False,False,False,False,False,False,False,False,True,False
ifp,1990.0,11.0,3.0,325.0,0,0,115.0,1.3862943611198906,2.772588722239781,4.356708826689592,0.6931471805599453,1,False,False,False,False,False,True,False,False,False,False,False,True,False
ifp,1990.0,10.0,3.0,325.0,1,0,116.0,2.1972245773362196,2.3978952727983707,3.8712010109078907,0.6931471805599453,1,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,1996.0,10.0,3.0,400.0,0,0,306.0,1.0986122886681096,0.6931471805599453,3.2188758248682006,0.6931471805599453,2,False,False,False,False,False,False,False,True,False,False,False,False,True
ifp,2011.0,10.0,3.0,393.0,1,0,110.0,4.0943445622221,0.0,3.1354942159291497,0.6931471805599453,2,False,False,False,False,False,True,False,False,False,False,False,False,True
ifp,1998.0,3.0,3.0,288.0,1,0,29.0,3.258096538021482,3.2188758248682006,3.8066624897703196,0.6931471805599453,2,True,False,False,False,False,False,False,False,False,False,False,True,False
ifp,2001.0,3.0,3.0,228.0,0,0,0.0,3.044522437723423,2.9444389791664403,3.332204510175204,0.6931471805599453,4,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2005.0,3.0,3.0,321.0,1,0,186.0,1.791759469228055,2.639057329615259,3.4011973816621555,0.6931471805599453,13,False,False,False,False,False,False,False,False,True,False,False,True,False
ifp,2016.0,8.0,3.0,327.0,0,0,250.0,3.1354942159291497,3.258096538021482,3.1354942159291497,0.6931471805599453,2,False,True,False,False,False,False,False,False,False,False,False,False,True
ifp,2010.0,1.0,3.0,325.0,1,0,151.0,3.8066624897703196,1.9459101490553132,3.4339872044851463,0.6931471805599453,1,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,1990.0,3.0,3.0,317.0,1,0,19.0,1.3862943611198906,2.4849066497880004,2.639057329615259,0.6931471805599453,11,False,False,False,True,False,False,False,False,False,False,False,True,False
ifp,2004.0,8.0,3.0,369.0,1,0,181.0,4.454347296253507,2.70805020110221,3.4657359027997265,0.6931471805599453,1,False,False,False,False,False,False,False,True,False,False,False,True,False
ifp,2019.0,1.0,3.0,428.0,1,0,45.0,2.8903717578961645,0.0,3.713572066704308,0.6931471805599453,27,False,False,False,False,False,False,False,False,True,False,False,False,True
